,Sentiment,Comments,Afinn Sentiment,Bing Sentiment
377,0,"Changing bank account is so difficult.. Make some easy process through which we can change our bank account easily.. To change a bank ac it need a cancelled cheque.. but how could we get a cancelled chaque if we have some ac like airtel payment bank, paytm bank",negative,negative
378,0,I don't know why these people are saying it's a good application during lockdown they served how is this possible I had taken loan from this application 6 times..i can say that they provided the good service earlier but but currently they are not giving any option to apply and during this time I tried to apply it's appear like we are going to serve after 30th June....what the hell is this such a fake app and fake reviews they are showing to get the data base.. during this period...,neutral,neutral
379,0,When i was adding my bank details they are saying error in it . I will not suggest anyone to apply loan from here,negative,negative
380,0,Worest app June 5 I have transferred money till now I did not get,neutral,neutral
381,0,Not good because my first cradit line approved 5000. And successfully I paid on time. Second time my approved 3500 very funny. And also charging processing fee. As you commited 2nd time never charge processing fee and loan amount higher than 5000. Sorry to say but not impressive as I feel first time.,positive,positive
382,0,Wrost and fake app don't use this first verification all documents and open 1lacs per month and after transaction hold the payout and demanding more paper don't use this,negative,neutral
383,0,"This is the second time that my loan sanctioned, but amount didn't disbursed. But the app showing repayment update What is this?",neutral,neutral
384,0,"I am not sure about ratings. However, its nice to be part of kisst. This rating is just because of they took a lots of time for a problem which is still a problem, its not resolved. Please, don't copy paste your answers try to understand problems via email and chats.",positive,neutral
385,0,"Hi this is ashok Kumar v, i was paid my loan, not updated in app,no customer care option in this app, what can i do",positive,neutral
386,0,"I'll definitely give you 5star when I'll get the loan, for now my loan application submitted let's hope for the best",positive,neutral
387,0,Reapplied after getting sms frm RR... Hope this time the fund will credited to my account...,positive,neutral
388,0,The app is good but sattelment should done immediately as paytm and other app because customer pays through bank accounts so it should not have to take time of 24hr to get sattel.,negative,neutral
389,0,Wrast aap ...and warast service....1st time i am applied for 1000rs but it is credited...i am already pay on time....next loan not showing..it showing close.in app.....no customer service...no customer number,neutral,neutral
390,0,"U sould not do mendatory 15 inword transection of unique upi ,for 12%interest , perhape i unistall it Bcos it become hamper to use It . Otherwise untill i got start.",positive,negative
391,0,Few months back they told for some coin if we received their targets. Not receive till now... Same for signature bat....,neutral,neutral
392,0,They didn't answer your call and never reply ur questions.... really annoying with service.,negative,negative
393,1,Hey its a good app to receive payments But for large transactions you people are offering past payments only for past 3 months where other competitors are providing 6 months statement where we can download and send to mail also I think so it may improve you people for attracting merchants also give the mail id alerts,positive,positive
394,1,This is very good app for loans. It provides u loan as soon as possible. Tnq so much sir. I'm loving the app,positive,positive
395,1,Please add option as add image from phone Gallery instead clicking an image.,neutral,neutral
396,1,"Good one for merchant. Still I was not received xtra income debit card , already 15days over, how much time it will take for delivery",neutral,neutral
397,1,Not received yet 1000 but as per you aap successful done and I received only 1rs. Now,positive,positive
398,1,First let me tell you the app works very well but there are small problem issues 1) I have registered in the company name but when I try to send payment link it goes in my individual name and tried to ask solution from your customer care the answer I received is it can't be changed. Now you as a client would you make a payment for individual name and there is no option also for changing or editing kindly let me know the suggestion 2) I am not able to change the settlement for instant,positive,neutral
399,1,App is very good but amount limit is low and corona lockdown time you should give need full people,neutral,negative
400,0,I have paid my loan buy not update.. application is worst,negative,neutral
401,1,"Hello team, Request you to provide moreteruoum for June to August period, as per RBI. There is Lockdown and no one is at job in my family right now. I have the responsibility to handle them.. I will not be able to make the payment kindly consider this and provide moreteruoum so I can make payment once everything will be functional.. You guys were su supportive during this crisis. Request you to maintain the same as this all happening due to covid we hope everything will be good soon.",positive,positive
402,1,Actually its a great app. I got amount disbursed in a very short time. Even top up is also very easy. Only problem i face now is my moneyview app is not working after top up. But loan amount gets deducted on time. I couldn't find customer service to report.,neutral,neutral
403,0,I signed my loan agreement but still the amount is not credited to my bank account... Also interest is very high please reduce it... And I am unable to contact the customer service,neutral,negative
404,1,"hi sir why it is, your loan is being reviewed, please wait like this,when you will give maney, i am already paid 300 free cash sir tell me fast sir.",negative,neutral
405,0,"I put down from 5 star to 2 because,once you took a loan from this app,they simply pished you off at the time of repayment..though i really liked the instant process in this app, but then also you guys must understand,and most importantly today iam trying to take another loan,but their is no screen available in kissht page,kindly please do something on this we actually need money when its urgently required..",neutral,positive
406,1,I really want to give a better star but paying EMI is such a headache. Enabling auto debit but still it won't get deducted and it happened not only once but thrice I have to do it myself. Why even an option for auto debit when it is not working.,negative,negative
407,0,Now i apply for loan 1000 rs its approved but amount is not cridited in my account when it will cridit. Amount is not cridited in my account Please send money Please send money. Money is not cridited in my account.,neutral,positive
408,0,I applied loan on 15 may and approved but till now amout not created 7th June,neutral,positive
409,0,I am using this app from last 9 month but due to carfew for covid19 my shop was closed and now today after reopening of shop customer paid me by this app but it's still not working and my balance is not showing...,negative,neutral
410,0,"I am trying to open my store on it, it goes till 6 steps and at the 6th step that is of creating url, it says ""check your internet connection"". This is happening everyday when my internet is fine and all Apps are working..",positive,positive
411,0,This is one of the highest interest application Nearly you want to pay 60% of your loan payment. I taken loan 1000 for 30 days and repayed total 1639 with all processing fee and GST etc charges.,positive,neutral
412,0,There is showing something is wrong while processing my data what is this please solve this problem.. I sent many emails but there is no solution is given by the team members,neutral,negative
413,1,"Interest and convenience fee too high, so look at these issue, then we can give 5 star rating if this problem solved",positive,neutral
414,1,I think this app is very best but agar mera kaam hojaye to meri taraf se is app ko salute ........thankx,positive,positive
415,0,I cleared my money on time but still u rejected my loan. Want to know y? Its best for u. Those people who dont repay on time...that means we are fools to repay on time.. u charge huge interest but still we take coz we are in need in this pandemic situation. But u still reject genuine customer's..good.. thanks for ur support..I will never recommend this app..,positive,positive
416,0,I use this app from last six month App as a normal qr code app But as company comitment my QR Code never deliver As per user usablity app khata book not good,neutral,neutral
417,0,I applied for a loan but you didn't approve my application. When I'll get then I could give you 5 Star,neutral,positive
418,0,1st I get the amount in my bank account then I give the real review..,neutral,neutral
419,0,My Interest account is not opening......... I have around 15000 rs in it...... Plz ensure that my amount is safe....... Plz solve my issue......... Thank you,positive,neutral
420,1,it would have been great .. if we can add more dan one account and switch d accounts to recieve payment,neutral,neutral
421,1,"Instamojo has great service for Indian startups,but something is need to be fixed by instamojo:- 1. Please troubleshoot all problems of your free store theme,there are many bugs in them. 2. Don't delete our digital product without noticing us before,just because some notorious person with malicious intents place false copyright infringement on us,to destroy our digital product business and you guys easily accepts his proposal,this is not fair. 3. Please reduce extra charges from digital product",negative,negative
422,0,"Rate of interest is high, for 3k u have to pay 4.6k",positive,neutral
423,0,It's been 10 days it's show your application has been successfully submitted! You will receive a decision on your application shortly..what's this can I trust your ..I already took loan on your app many times and repay in time.. then you should consider me as a good customer and will give loans instantly..but you can't do that..very bad ..,positive,positive
424,1,Very good app . 4 months ego i got approved a loan . I made all emi payment in time .not taken any monitoriam . But After repayment no loan offer available .. i am very disappointed,negative,neutral
425,1,"No receipt,receive payer after send money.. So bharat pe should be creat a option of money receipt....",neutral,neutral
426,1,Very good service before lockdown but i paid my first emi to z2p lockdown situation but he can not provided me to any loan when i paid emi to timely so its service is not good but no very bad,negative,positive
427,0,Not working good payout not given 3 days and if money credited then always demanding one by one paper wrost app don't use this,negative,neutral
428,0,My loan amount is still not credited to my account waiting for disbursal.. All process is easy to update. Thanks,neutral,neutral
429,1,This app only providing 15 transactions complete to get money to bank account still that where that amount is going,neutral,neutral
430,0,When scanned by customer my firm is not displaying and complained so many still not resolved . Gifts not delivered yet,positive,negative
431,0,"Interest A/C se me money widraw ho rahi hai automatically it's problem plz update this app and provide all state and city office, team",positive,neutral
432,1,First time i m used this app and waiting for loan approval,positive,positive
433,1,Apps is good but they are taking too much interest on it as well as there is less time period to repay.. There should be less interest & at least 1 month time to repay.. Try to improve that,positive,positive
434,1,Overall good but i think that there is for sure credit risk to interest account holders and I dont know what if bharatpe debtor default to whom they give loans from deposit I:e interest account in which money of business man gets deposit (if he opts for such interest account). Can your team ensure that how safe is it to keep money in interest account and what are your risk mitigation strategies in case of liquidity crunch and how can one get his money back in case of any operational failure ?,neutral,negative
435,1,App Is Good and Working Nicely. But Adding Number of Agents for Getting Notifications is not Working.there may be some Issue. Kindly Check and Resolve it,positive,positive
436,1,My Query is this Bharape Interst Account tyeup with Liquiloans they pay 12% Interset Is this Liquiloans is Saved. Where Our money is invested ?.,positive,neutral
437,0,"Many times customers show payment has been made, but it doesn't reflect in account, I have lost 610rs once n many more",neutral,negative
438,1,Bhartpe is best app but my loan 85000 is not transfer my account I'm daily call  from bhartpe customer care executive,positive,neutral
439,1,App is good but sometimes it creates some problem . Many times my Amount's settlement not done.,positive,neutral
440,0,Im using bharatpe last 2months the amount not credited in my account quickly so late,neutral,neutral
441,1,Need baground audio alert it is must for every one please improve,positive,positive
442,0,I have paid second installment after one month due to personal issues. Still they are not accepting my application. But I was really had an issue with me at that time and before this I already make payments on time. I do not know why they are not helping me in covid 19. Still they are good Co and l still have hope on them. Satya Narayan Rout,positive,negative
443,1,This app is get low time to disburs your loan amount.. Such a good app,neutral,neutral
444,0,Till now loan has been submitted..but I did not get money Yet..,neutral,neutral
445,1,Nice app to get money but you can borrow little amount,neutral,neutral
446,1,I got a loan instantly from this app and my first emi auto debited for my account on time. But they are still asking me for money and sending me reminders and calls to pay late fees and emi. No response from the customer care. I have sent my bank statement twice to the customer care executive twice up on asked but they have not updated my account. Worst customer support.,positive,positive
447,1,I had a problem related to transaction error and late payment charges occurred due to this. But now as the issue has been resolved. Though it took 3 months of time. But still i m happy that finally they have agreed with my concern. Except this issue the app is good providing instant credit.,positive,negative
448,1,I am very happy with stashfin. Especially customer support team. One of the executive named Pradeep solved my issue very quickly.,positive,neutral
449,1,Very good App and working doing also properly but pay deposit our bank account 2nd day other apps pay credit instunt..,neutral,positive
450,1,"I m rating bcoz of quick process , but i havnt received the amount of loan yet.",neutral,neutral
451,1,"Application is best but one problem is that when I click on icon, it is open directly. it is not password protected. i request you sir please add a password window .",positive,positive
452,1,My first loan amnt is low. But I like the process..,neutral,neutral
453,1,Nice.....but when Customer don't have UPI option for paytm they reject the order,negative,negative
454,1,Tell me about securcracy of money in this app how we people gets trust on it . When i increase my limit upto 1 lac how the system will safe our money. Build trust We support,positive,positive
455,1,good app to take loan . Instant approval just need to increase the tenure like other banks . or end up with hefty emi for a small amount .,positive,neutral
456,1,Its good but qr code sticker is not delivered i ordered it on 6th may still it was not delivered,neutral,neutral
457,1,This is the easiest way to get money instantly thank to this rapid rupee ap,neutral,positive
458,1,"Dear bharat pay, Is it safe to invest in liquiloans how do you guys manage the risk on this investment what if your customer lost some money he will never get back to you Pleae reply",negative,negative
459,1,Loan approval is fast but to see how much time takes to credit amount,positive,positive
460,1,How many tame take for processing take many time and replay o,neutral,neutral
461,1,"Good one, but fee rate is very high, please reduce that.",neutral,neutral
462,1,"Unable to view the ordered items in ""my orders"" section of wholesale bazaar. Please check and do the needful as it will be helpful to cross check the items during delivery",negative,negative
463,1,"I have earned 1039 runs in bharat pay , but when i am placing an order our state not showing for delivery so please start delivery service in jaipur, Rajasthan",neutral,neutral
464,1,Dear guys I wont be able to attach my statement for the required period ... Kindly check the same and do the needful ...,neutral,positive
465,1,Good App Very great i need high amount they sension only 1000 limit,neutral,negative
466,1,"Taken first time loan from shubh loan, from last 2 years, overallgood experience for me, it safe and secure",positive,positive
467,0,Customer care services not working properly but.... for emergency loan its good option,neutral,neutral
468,1,That time only successfully registered but if my loan amount credit my account so that's star rating if not make one rating i hope successfully credit amount my bank accounts,positive,positive
469,1,Platform is very convenient. Hope my loan would b clear. Good luck team,positive,positive
470,1,When I was in need they helped me thank you. Nice app,positive,neutral
471,1,"17-06-2020 Dear Bharatpe,  I appreciate the efforts being taken by your support staff in resolving the hindrance. Hence it is resolved... Plz keep it up with your good job. I gave you 4 stars and kept 1 star until you will make this feature more customer friendly. Now it's your turn to earn this remaining star. Once again accept my thanks and keep it up with your good job. All the best....",positive,positive
472,0,"After having updated the app, it is not showing the details of my EMI. It shows that there is no loan applied with my no. And it shows some extra charges due about which i am not informed. I could not able to track it on app as app is not working after updation. Pla resolve the issue.",positive,negative
473,0,"your processing charge is very maximum and credit time is very less only 15 days maybe you are taking 50% interest on your loan ,please improve your quality and improve credit time ,and less processing charge if you want to increase your app and company and please increase loan money minimum 10000 start and 100000 end because customer go to only loss your terms and condition according ,please improve your terms & condition .",positive,positive
474,1,Overall gud it can apply in very urgent sitiuation only y bcos they charging very huge like 50% intrest that is too huge. One think i m asking what is different between convinence charge n service charge. y charging both charges. I m requsting n sugesting to avoid any one charge it is better n customers vil get happy tank u,neutral,negative
475,0,My loan process is still. In process and no respond about it. Very lazy process,negative,negative
476,1,Good app but not able to redeem achieved score even after entering required fields.,neutral,positive
477,1,Was very easy to upload my documents if you need small loans first can try this app,neutral,neutral
478,1,This is one of the most wallet appiam more than used in this app,neutral,neutral
479,1,My application is approved on 22 but my loan is not disbursed till 23 Then also the emi date is given 29 Can i know why,neutral,positive
480,1,"What other people says, i dont care, i just need money right now ,????, if you provide me good service then i'll told my friends and my industerials friends to take loan from RapidRupee Instant Loan APP, If you're not giving me a good service then i will TAKE DOWN YOU'RE COMPANY, LET ME SEE WHAT YOU HAVE",positive,neutral
481,1,"So good so far. I have a suggestion about Interest account. One should have an auto debit feature that will put Interest directly in merchant accounts on the regular interval one selects. Daily, weekly, Monthly etc.",positive,neutral
482,1,It is good but still I have not received the loan as it is showing documents processing what is going on I don't understand,neutral,neutral
483,1,Got the first loan...repaid ...hoped I could get a higher amount in my second loan but didn't. Overall a genuine application,neutral,positive
484,1,Very good app very helpful and very easy to use nice,neutral,neutral
485,1,Everything is good in it but change bank Account option should be available easy to change,neutral,neutral
486,1,Youver app is very slow work My next loan approval plise,positive,neutral
487,1,Youver app is very slow work My next loan approval plise,positive,neutral
488,1,It was very good and fast service but charges are too much. It says 15 days time but from 27/6/20 to 7/7/20 .you count how days. Ok.very good.,neutral,neutral
489,1,"Now i applied for loan, which is very fast on this app, lets see what will be the result.",neutral,neutral
490,1,"I don't know when I get my loan, but still good app...",neutral,neutral
491,1,Fast and best.it is a really best app in play store,neutral,neutral
492,1,I'm used this last one year. I'm loving this and happy with this. But i have recently order extra income card. So bharat pay says no extra fee and no hidden charges with this card. But when i use this card first time on petrol pump whit 815 Rs transaction Bharat pay hidden charge 24 Rs on this transaction. So all users i recommend to you don't use extra income card.,positive,positive
493,1,Yes it is good app im in need of money instant approval got thank you,positive,positive
494,1,App good ..but amount not came vl see amount come r not,neutral,neutral
495,1,"Hello Bharatpe this app is best , I updated it just. So plz I request you to that plz add old option which is removed from this new vesrion , in that we can select message on or off to other agents . Plz add this button again. We dont want otp option only yes or no button is best .",neutral,neutral
496,1,"Very good app, for emergency useful app ibwas in critical condition, immediately i applied i hot the loan in 5 mins",negative,negative
497,1,Everything is superb I very easily handling my business because of this.. But only one things is traffic is less,neutral,neutral
498,1,App is good . But the problem is sometimes it does not msg on WhatsApp. And some time it also does not give msg about payment received. It also does not show shop name to the customer. Due to this sometimes it is confusing to know that customer is paying to us. He can also pay to other and can say that I have pay to this qr code.,negative,negative
499,1,Outstanding loan app for all not too much interest anyone can apply loan with so easy process and with no hidden charges thanks z2p loan services for helping me when I need help,positive,positive
500,1,dear sir my loan was approved and show credit account but reality is doen't credit my account in balance . plz need help .,positive,positive
501,1,Best app they are providing extension till 31st august as per rbi guideline. I appreciate their work during covid 19 Thanks Z2p support,positive,positive
502,1,My Experience is very Good.They Help me for Business Growth. They should only Improve the ROI and Loan Amount sanctioned was very less.,positive,positive
503,1,"Good and full helpless all customers and people /shopkeepers Easy loan and safe money Easy payment accept BharatPe  Isko Lagao, Dhandha Badhao!",neutral,neutral
504,1,Ek dum best app for loan loving this but processing take very much time,positive,positive
505,1,Excellent app fast borrowing and increased of limit is also good,positive,negative
506,1,It was very helpful at these lockdown days I'm so happy,neutral,neutral
507,1,"Nice app but first they gives only 1000 rupees loan For one month But they charge huge amount (50%) on the name of file charge, service, charge etc. Overall nice and easy application for new user nice experience and easily apply and get approval in very short time. I recommend this app for regular users who want to take immediate personal loan",positive,positive
508,1,"Their customer service is still working even during this lockdown and giving very timely assistance on each and every query, its really a good experience and seriously the availability of their customer service in such crisis situations is really appreciating, would suggest all my reference.",negative,positive
509,1,"Very useful when your in urgent need of money, and the interest is also less compared to other apps and the disbursement is done in minutes, overall liked it. Thank you Kissht",neutral,negative
510,1,Why should you add the intrest in this morotorium period let you check and postpone to the my loan as per the morotorium policy,negative,neutral
511,1,"My friend recommended for this app , Really it's very good app to take loan for emergency money.",positive,neutral
512,1,Loan as fast process very good app and and process speed work workers,neutral,neutral
513,1,"Loan amount credited to my bank account at record speed!! I was really in need of some urgent money, I tried every app but always had some issue with work email id's. I tried money view, I applied on Saturday and got the money credited on sunday, they were working on a non-working day . I really appreciate that. I never faced an issue while paying my EMI's, and I got receipt everytime. App Improvement areas: Foreclosure option doesn't work, top up loan option can be improved.",neutral,negative
514,1,"Changing my review... Trust me it's a pretty good loan app, not at all fake like others... I got confused cuz money wasn't credited to my account even after loan got approved, but sorry, just had to wait a bit n it got credited to my account within an hour... Thanks a lot, truly working n easy to use, but plz do reduce service charges a bit, it's huge... But for performance n disbursal, I'll give it a five star...",neutral,positive
515,1,Before this i have tried many others instant online loan apps but all are just a name then i tried MoneyView Loans and got my loan approved in just 10min and also got the money in my account in just 5mins.. Even the application design is very easy and convenient to use.. I would recommend MoneyView to my friends. If there's a option for 10 star would give 10 out 10 for MoneyView.,positive,positive
516,1,"During these pandemic, I m really thankful to kissht for being so kind and polite towards customer with regarding the loans. They understand there customer feelings so they are helping them in many ways. Like late fee wavier on full repayment. And also if required for the extension of time we can just pay snooze amount which is quite helpful for us.",positive,positive
517,1,"Excellent , everything is best for customers, mainly I would like to suggest to my all relative friends, and acquaintance , although I have suggested some of them. No doubt everything is marvellous. I hope this app will get good name and fame along with money. My best regards and wish to money view and all team. Regards Intzar Tomar",positive,positive
518,1,I didn't suggest personal loan with money view. There is no customer support and proper working. I am facing so many issues with moneyview. Don't take a loan with this. This is the worst service and yesterday i manually paid 27430/-. With in 5 min they auto debited 13715/- with my account. No response with emails and calls.,positive,positive
519,1,"I really recommend this app. It's been very helpful, were you need not go to any bank...or anywhere else...ur loan gets processed from anywhere.....you just gave to follow the instructions...and ur loan will be sanctioned within a day. I have been using this app from more than 2years.... It's been my life saver. Thank you",positive,positive
520,1,"Really thanks but your eligibility loan amount 4500rupees but disbursement amount is 3543 rupees it's take so much of charges applied 1000rupees is very big amount in this situation, I used regularly your app so you can proceed one time processing fee but you ask all the time charges applied every time. Please avoid that",negative,neutral
521,1,"Thank you I hope our relationship will be good always , I want make my credit score good that's y I taken loan form you , and thank for your trust on me , it's very big help for me . Thank you",positive,positive
522,0,So many issues.. firstly there is an issue with the emi updated... though I have not availed Moratarium and paid may emi it still doesn't show up.....also though all the payments were on time they have affected my cibil..,negative,negative
523,1,Its help alot but time for payment is low(within 15 days).. please work on it and give some more time pay atleast 1 month or for bigger amout installments system must be available.. Thank you,positive,neutral
524,1,"Opening Ahiru Shop on instamojo was the best decision I ever made. It's easy to use app with almost all the features required to set up a small business. Also, mojoexpress is amazing!",neutral,neutral
525,1,Very nice and cool app... Did my job exactly when needed and in no time... I recommend for everyone.... This gives with lesser interest and wide range of term payments.,positive,positive
526,1,"excellent app ,got funds on time and EMI was also getting debited from bank through ECS . Very good and excellent b,I would give 5 star rating .",neutral,neutral
527,1,"It is a very good application, gives money at the time of need. It took good steps by providing moratorium facility at the time of lockdown.",neutral,neutral
528,1,"Excellent app no doubt. procecessing, verification, disbursement, customer care. In every corner superb service by money view loans I give 10 ratings",positive,negative
529,1,It's awesome but please help who submit loan application and quick disburse.,positive,neutral
530,1,"It's really amazing app, as it is giving fast cash loan within a few minutes, lesser papers are required and it is very reliable too. I have taken fast cash loans from kissht near about 10 times. I wish that you start giving loan soon as it will very helpful for your customers in this worst situation, but please increase repayment time limit...",positive,neutral
531,1,"Hii, friends it's a wonderful application for instant loan.I was in a financial trouble,I searched a lot for instant loan but no app was good with it.But here I got my loan amount within about 2min . Thank for the help! Really helpful and recommended for any one who is in financial crises. Thank you very much team kissht!",positive,neutral
532,1,MONEYVIEW is one of the awesome app to sort out financial problems of many. especially would like to thank you for the cooperation in such a situation like pandemic and giving us relief from paying EMI. because many more loan providers apps are not sparing & not even have any compassion into their customers.,positive,positive
533,1,I tried lot of instant loan app but they were not giving me loan. But with your app I got loan within minutes when I was in financial crunch. I hope you will again resume your services soon. I just love your application.,positive,neutral
534,1,It's good app but amount was not coming during lockdown situation.... And you can increase the repayment date.. it was 15 days.. but during this lockdown if you guven some more time to repay the amount it will be helpful for all..,positive,neutral
535,1,"During lockdown period Kissht app proved to be reliable and trustworthy.Good customer service, minimum documentation, speedy disbursul of loan are plus points of the app.I think they keep a data base of reliable customers unlike many other app.In short nice app.",positive,positive
536,1,"This App has always been helpful to me. Initially I availed hassle free consumer loans and few months ago, the introduction of Fastcash on the App proves to be a great help in sudden need. Thanks.",positive,negative
537,1,Till now I didn't face any major issues in using this app. But many times it doesn't update daily collection instantly. Also the support email address doesn't respond. I need another one to contact you guys....,positive,positive
538,1,The fastest way to get the loan amount within 5 minutes. Convenient for all I tried so many app but this app is good and I'm using more than 6 months... Lot of features to...,neutral,positive
539,1,"Superb app... Minimal document, great user interface, quick loan disbursement... in one word this app is just awesome. Currently not serving due to the pandemic effect hope get the service soon....",positive,neutral
540,1,Its been 10 days my loans approval but still not credited please do something fast Whats the benefits of not getting a loan when we required,positive,positive
541,1,"This is very help full app in this time ,he u nderstand my problem and give me lone ,thanks rapid rupee",positive,positive
542,1,For Emergency money this is best aap I appreciate. If any one need money Emergency use this loan,negative,negative
543,1,One of the best app provide extension till 31st august. Hats off to you z2p support..,positive,positive
544,1,It's best app for merchant and also best to make india to selfdependent.,neutral,neutral
545,1,Very good app it is very fastly approved. Thank you very much.,neutral,positive
546,1,"Kissht is one of the best financial app. It provided me fast loans too many times in a needful condition such as during traveling, medical emergency, little needs to purchase some items. This is the very easiest and fastest way get money for ur daily needs. But you should increase the loan amount and duration of loan for your regular and old customers. It will help the customers in there business or any investment and this is useful to love and popularity of kissht loan app..",positive,positive
547,1,"Recently i got a loan amount disbursed within minutes from Kissht after they started to offer loans again and it was very helpful too, especially during this Covd-19 crisis, the only thing am not happy is the charges should be less so that more and more customers could benefit out of it...bottom line is, Kissht is genuine and they do exactly what they say...5 stars from me...Kudos to Kissht Team",positive,positive
548,1,It's nice to hear from your agent that she will consider my issue and resolve the query within 48 hours. It's good to see that kissht immediately respond the query/ concerns and try to resolve immediately. Hoping for the best being I love this app which helped me whenever I needed the money. Thanks Kissht.,positive,negative
549,1,Wonderful app for instant loan. Loan credits within a minute as per your needs. I got many times and repayment on time. As per your timely repayment your limit increased. I will suggest you to get loan from this app if you need ASAP. No app like this. Just install and fullfil your dream.,positive,neutral
550,1,"Good app but intrest rate is high .keep it up I apply second time successful thank you, after successful submitted why my loan not approved ,I already previous loan repayment on time ,I need urgent please help me.",positive,positive
551,1,Good Loan Application Filling Process I applied two time my loan is approved and amount not credited so kindly solve my issue as soon as possible...,positive,positive
552,1,"When I open the app it has shown ""unfortunately rapidrupee has been stopped""",negative,neutral
553,1,The Best Of All Payment Gateway... Keep Up Your Good Service Infinitely,neutral,neutral
554,1,Very nice app & the helpdesk is very helpful. Basically the app is most believable. Money is safe with them. And they assure the customer to sort out any problems if ever created as soon as possible. Also they give very good interest on investment. For better they are working.,positive,positive
555,1,"If you are failed out of all the financial Sources, Moneyview is only the one that can save & solve all your problems like anyone else. You might never an app.like this. Loved Using & Simple process. One day is enough for money view to solve your years problems.",positive,neutral
556,1,Such an amazing app for instant loan .I recommend all to use this app for instant loan within mint .hats off rapidrupee .u r best,positive,positive
557,1,Very fast approaching thank u Its not fake its real good thank really super ****** i like it thank u so much to get it,neutral,neutral
558,1,Awesome app. No one can give good intrest and loan with small intrest. Thanks bharatpe.,neutral,neutral
559,1,Thanks i was in neeed And this application helped me financially,positive,neutral
560,1,"Kissht is one of the best financial app. It provided me fast loans too many times in a needful condition such as during traveling, medical emergency, little needs to purchase some items. This is the very easiest and fastest way get money for ur daily needs. But you should increase the loan amount and duration of loan for your regular and old customers. It will help the customers in there business or any investment and this is useful to love and popularity of kissht loan app..",positive,positive
561,1,"Hii, friends it's a wonderful application for instant loan.I was in a financial trouble,I searched a lot for instant loan but no app was good with it.But here I got my loan amount within about 2min . Thank for the help! Really helpful and recommended for any one who is in financial crises. Thank you very much team kissht!",positive,neutral
562,1,It's nice to hear from your agent that she will consider my issue and resolve the query within 48 hours. It's good to see that kissht immediately respond the query/ concerns and try to resolve immediately. Hoping for the best being I love this app which helped me whenever I needed the money. Thanks Kissht.,positive,negative
563,1,Wonderful app for instant loan. Loan credits within a minute as per your needs. I got many times and repayment on time. As per your timely repayment your limit increased. No app like this.,positive,neutral
564,1,It's over month ago I have send my all documents with signature and checks but there is no process of my loan and also no updates of my documents,neutral,neutral
565,1,Very good app.instant messaging . settlement next day.I hav a query...can I add more than one bank account with different QR code with same mobile number?,positive,neutral
566,1,"Very helpful app for urgent need of money ,if need for anyone of loan please install it's",negative,negative
567,1,If they reduce charges..etc .then it i wl be a good loan app,neutral,neutral
568,1,"Thanks kissht. It helped me when there was no hope of money from anywhere.I was on my way to Lucknow and I lost my wallet somewhere at tea shop .when I reached toll plazaa ,I was shocked to see that I had no money in my fastag.Imeediately I used my credit line and got money from kissht and transferred tofastag wallet.once again Thanks a lot kisht .it really deserves 5 star ratingg.",positive,negative
569,1,App is easy to use I Had taken a loan amount rs 200000 Loan procedure is very easy. I thanks to Mr.pradeep which help me to foreclose my account and send NOC .,positive,neutral
570,1,"I think  bharat pe is very useful for merchant and that person who want to spend money and earn interest , Thanks.",positive,neutral
571,1,Everything is good but one thing is present ongoing offer (runs) I'll complete 250 runs but rewards can't be unlocked,positive,positive
572,1,This is one of the best app it provides loan only in 13 mint,neutral,neutral
573,1,Very good app easy steps and very fast distribucal thanks for the quick response,neutral,neutral
574,1,"Sir:- The outbreak of a major virus like India Corona is on the rise. Citizens of Maharashtra are facing the crisis of Corona, so the Government of India has taken many big decisions like Janata Curfew and Lock Down which will have consequences on some citizens' work, salary. Also, there are some people who do not even get to work without having to go home after work and the auto rickshaws are closed but the income of the auto rickshaws is going down. So it doesn't seem possible in these two t",negative,negative
575,1,"Hii, friends it's a wonderful application for instant loan.I was in a financial trouble,I searched a lot for instant loan but no app was good with it.But here I got my loan amount within about 2min . Thank for the help! Really helpful and recommended for any one who is in financial crises. Thank you",positive,neutral
576,1,"Very nice and speed service app and also I am very happy due to covid 19 situation,it gives me chance",positive,neutral
577,1,They have approved my loan and amount credited in my account.thank you for solving issue in time,positive,neutral
578,1,So nice process done in quick Thank u team I will give lot of reference,neutral,neutral
579,1,Very fast service.. But interest rate was too high.. But emergency loan app super,negative,negative
580,1,This very very use full app thank you very much rapidrupee,neutral,neutral
581,1,"12% interest account is great, can receive money from any payment application, providing cricket bats and balls...etc reinforcements are well.... Keep these continue.. I am supporting bharatpe since I downloaded I made my friends to download bharthpe information the advantages of using bharathpe, they satisfied with bharatpe application... Bharape developers are really working well.. Thank u.",positive,positive
582,1,This app is very fantastic. I don't saw any app in my life like this because in this app we can take emi very easily. This very nice. In this app have no any bugs. This app is working smoothly. My suggestion is that please download this app now and us. Thank you .,neutral,neutral
583,1,Best app i had ever experianced till now. There was No delay for loan processing in this covid 19 situation like other financial institutions. Keep it up. Got higher loan amount with in a day.,negative,negative
584,1,Worst app in India very very waste of time confirm I am apply for the loan amount but my loan amount is rejected My CIBIL score 800,negative,negative
585,1,Very nice app all are use this app whose need amount urgent and disbursed funds immediately in ur ac,negative,negative
586,1,"Yes, It is amazing app because it gives 3 times more intrest than bank",neutral,neutral
587,1,Very nice working nice customer service and nice work in lockdown,neutral,neutral
